stimulus,confidence,property
6_ajo-removebg-preview (1),0.7570083981970719,0.6142005147648979
tomate (1) (1),0.5799002225254656,0.5975912315419727
1_calabacines (1),0.10281593112386647,0.08342468135036263
5_berenjena,0.4908510163147777,0.17332165168839553
2_mango,0.9082102867999243,0.5353957878010951
4_pimiento,0.20153309293549138,0.5798243901435727
Captura_de_pantalla_2023-03-14_112329-removebg-preview,0.997312455054537,0.8124198169885366
3_fresas,0.4029841782768555,0.9031763669883894
3_calabaza-removebg-preview,0.8926119820133638,0.2542121347561167
2_edamame-removebg-preview,0.09452300444922432,0.3238903384157894
1_aguacate-removebg-preview,0.5150400612629065,0.7657527671904542
2_nispero-removebg-preview,0.5428740948908852,0.4928544774636334
3_brocoli-removebg-preview,0.6606233253409269,0.18837653340853333
0_pepino-removebg-preview,0.0,0.12181028868618182
1_perejil-removebg-preview,0.9381067192048365,0.39099195679161447
5_repollo,0.38003316050817537,0.6061033078588738
melocoton-1-removebg-preview,0.6956381590113612,0.40613247925778084
0_higo-removebg-preview,0.632322201818171,0.7919854215351336
7_remolacha-removebg-preview,0.7144661851098968,0.7669089125746538
manzana-removebg-preview,0.7860180656731405,0.0
0_champinones-removebg-preview,0.4210094746197979,0.3772023690739841
