stimulus,confidence,property
6_ajo-removebg-preview (1),0.4325806392232622,0.5444316709801622
tomate (1) (1),0.435469472439806,0.4382979040630959
1_calabacines (1),0.18896411262556403,0.3151088565900909
5_berenjena,0.42692219899246964,0.8327699536216564
2_mango,0.2557816311327766,0.6593698146625877
4_pimiento,0.3632441166814712,0.39616502625997596
Captura_de_pantalla_2023-03-14_112329-removebg-preview,0.5505304517395487,0.7152309488291075
3_fresas,0.19967092591922345,0.900684796189474
3_calabaza-removebg-preview,0.655227632957002,0.5283445544273249
2_edamame-removebg-preview,0.5331139823196942,0.4280786122076021
1_aguacate-removebg-preview,0.5126992532722863,0.5748941398671255
2_nispero-removebg-preview,0.4958418286031191,0.24043582298781085
3_brocoli-removebg-preview,0.3376321246985303,0.18520418510536196
0_pepino-removebg-preview,0.5724342196436687,0.36063440762886767
1_perejil-removebg-preview,0.424005885676831,0.31395109737988447
5_repollo,0.318936421676942,0.33657022214889687
melocoton-1-removebg-preview,0.308252621446665,0.4780499447495393
0_higo-removebg-preview,0.48416745635120745,0.3433557769279484
7_remolacha-removebg-preview,0.39742065506971225,0.639134173968853
manzana-removebg-preview,0.6424220214923508,0.06273499319758868
0_champinones-removebg-preview,0.46825260126252066,0.6632625254887279
