stimulus,confidence,property
5_berenjena,0.6898520207473898,0.5994308549359881
2_mango,0.8630136719237914,0.7769772339255128
Captura_de_pantalla_2023-03-14_112329-removebg-preview,0.6987519989054961,1.0
3_fresas,0.9889680114292955,0.5605238928069716
manzana-removebg-preview,0.11054552142235208,0.7157432643681283
7_remolacha-removebg-preview,0.47526758704570427,0.3967266973826983
1_perejil-removebg-preview,0.26074620388009406,0.6706352704499494
0_champinones-removebg-preview,0.5282988050496645,0.8778262371389294
pimiento,0.24049240752769366,0.39977990287717813
3_calabaza-removebg-preview,0.9627874213544658,0.9221536330958602
tomate (1) (1),0.5068243461721517,0.6684975080716861
6_ajo-removebg-preview (1),0.2849596698277743,0.8615696289093051
1_calabacines (1) (1),0.17503942692884258,0.0
0_higo-removebg-preview,0.9154062269763511,0.11983232797274768
melocoton-1-removebg-preview,0.6525520842971011,0.29493625867761597
1_aguacate-removebg-preview,0.8296335806184127,0.42608865686570396
2_edamame-removebg-preview,0.06237049775015758,0.375899357685226
3_brocoli-removebg-preview,0.3806384820339915,0.531726332662162
2_nispero-removebg-preview (1),0.673038499559471,0.7792540285529279
0_pepino-removebg-preview,0.0,0.5262428603866376
5_repollo-removebg-preview,0.32289717050767397,0.21327332982604452
