stimulus,confidence,property
6_ajo-removebg-preview (1),0.577330047494651,0.744880961754968
tomate (1) (1),0.45739154112380653,0.3994697569238721
1_calabacines (1),0.3705102955322973,0.6372107450987506
5_berenjena,0.3105250055721845,0.5994016643602245
2_mango,0.5663384344774413,0.893990143924621
4_pimiento,0.41366687846365857,0.5450350382628555
Captura_de_pantalla_2023-03-14_112329-removebg-preview,0.8199260390393394,0.841220936846724
3_fresas,0.4958346039126128,0.5340641547822348
3_calabaza-removebg-preview,0.5697777025750591,0.620403181722189
2_edamame-removebg-preview,0.7308966625526434,0.5124292545894278
1_aguacate-removebg-preview,0.43733974595785263,0.7342484771902784
2_nispero-removebg-preview,0.464891251607733,0.6264072495653261
3_brocoli-removebg-preview,0.5923989111013717,0.4544382070835835
0_pepino-removebg-preview,0.5150953476210196,0.31648626638856414
1_perejil-removebg-preview,0.6447736227959132,0.5061415975044163
5_repollo,0.6137756792166457,0.3404234596283885
melocoton-1-removebg-preview,0.29486439165929434,0.43136314299030265
0_higo-removebg-preview,0.3117567022200242,0.7466567682060244
7_remolacha-removebg-preview,0.8225655626428774,0.6048382162381423
manzana-removebg-preview,0.6442512122866892,0.09832190902544824
0_champinones-removebg-preview,0.7168363281468457,0.6826645398722235
