stimulus,confidence,property
6_ajo-removebg-preview (1),0.4227632212298264,0.2697449616834551
tomate (1) (1),0.5423140309233656,0.5821327192968067
1_calabacines (1),0.08140541411782581,0.3276479425020151
5_berenjena,0.6958351461735316,0.6413649028368487
2_mango,0.6693786057908502,0.7947452669541101
4_pimiento,0.2818812827712979,0.24923172762485835
Captura_de_pantalla_2023-03-14_112329-removebg-preview,0.9914990655633731,0.7275507418386554
3_fresas,0.42573284858036886,0.9221943776100213
3_calabaza-removebg-preview,0.5341605205975112,0.39886832727451704
2_edamame-removebg-preview,0.38773077004202805,0.6203784196478555
1_aguacate-removebg-preview,0.592515123922597,0.6993740089806195
2_nispero-removebg-preview,0.48600575415670333,0.7352214184994711
3_brocoli-removebg-preview,0.6439257513163007,0.47825121755951716
0_pepino-removebg-preview,0.18922205589357727,0.4314542866456508
1_perejil-removebg-preview,0.6530597560702103,0.3777638123008302
5_repollo,0.1763187767436626,0.5037326551239811
melocoton-1-removebg-preview,0.30237672853312714,0.40167739178167916
0_higo-removebg-preview,0.3546070537625225,0.7511934579631993
7_remolacha-removebg-preview,0.42048270122466613,0.4355384062218981
manzana-removebg-preview,0.704378059042266,0.013548392415800192
0_champinones-removebg-preview,0.2968316899380049,0.5585675570446134
