stimulus,confidence,property
5_berenjena,0.496344015524711,0.8533377540503364
2_mango,0.4985457854566862,0.6472491665784506
Captura_de_pantalla_2023-03-14_112329-removebg-preview,0.7515906810351999,1.0
3_fresas,0.8713635144919617,0.377784720101776
manzana-removebg-preview,0.1074095334472605,0.7227949086585365
7_remolacha-removebg-preview,0.42090949673116423,0.5320349666141646
1_perejil-removebg-preview,0.37131371500870713,0.1439516694178774
0_champinones-removebg-preview,0.5578204052159728,0.3865934240059865
pimiento,0.35506518765646755,0.2785115108414784
3_calabaza-removebg-preview,0.7099222640164952,0.47686146344291
tomate (1) (1),0.5956776613908371,0.5866058182033045
6_ajo-removebg-preview (1),0.16787666273803525,0.337070699639454
1_calabacines (1) (1),0.19275049490150833,0.07452491121826965
0_higo-removebg-preview,0.6495267062176396,0.18689709588079373
melocoton-1-removebg-preview,0.6737141234906652,0.7714900188665444
1_aguacate-removebg-preview,0.2615883377666105,0.4757170024439076
2_edamame-removebg-preview,0.3734605845473078,0.40149215571812036
3_brocoli-removebg-preview,0.47884113598436207,0.3142121472723467
2_nispero-removebg-preview (1),0.7234513489145575,0.6669293946306729
0_pepino-removebg-preview,0.12913106240841052,0.5602451854043119
5_repollo-removebg-preview,0.3589144626355583,0.8917395299755526
