stimulus,confidence,property
6_ajo-removebg-preview (1),0.8997836807902027,0.05530092857235391
tomate (1) (1),0.5195452667903974,0.5583278687192131
1_calabacines (1),0.0791306670808009,0.228913181612455
5_berenjena,0.8282667031664885,0.2333849629991901
2_mango,0.49192369899078,0.8424996939863525
4_pimiento,0.5165882209641627,0.11792534960982504
Captura_de_pantalla_2023-03-14_112329-removebg-preview,0.9801198167788224,0.6872265714733592
3_fresas,0.37142700883986446,0.846381727880639
3_calabaza-removebg-preview,0.6714539777299983,0.7154870482644753
2_edamame-removebg-preview,0.3958316020396557,0.43404365507942866
1_aguacate-removebg-preview,0.23530797918017157,0.8304611771213131
2_nispero-removebg-preview,0.5340107625059268,0.7276446920982022
3_brocoli-removebg-preview,0.7723946462659337,0.09463409209516127
0_pepino-removebg-preview,0.17378598561023972,0.2363338630023485
1_perejil-removebg-preview,0.5863657572804125,0.24929437838277035
5_repollo,0.6918837623557214,0.2641936521081043
melocoton-1-removebg-preview,0.5308342882517088,0.40936379616314644
0_higo-removebg-preview,0.6712317249802005,0.3873956638953041
7_remolacha-removebg-preview,0.6360398701351526,0.563170508451925
manzana-removebg-preview,0.6531710569507564,0.1161348125769307
0_champinones-removebg-preview,0.4551592043804072,0.2667614809919546
