stimulus,confidence,property
5_berenjena,0.644371553704466,0.6745340199608549
2_mango,0.3263266973410808,0.5956288621641095
Captura_de_pantalla_2023-03-14_112329-removebg-preview,0.5507148545002758,1.0
3_fresas,0.9280468642079402,0.4658512171063268
manzana-removebg-preview,0.14761927821059925,0.6502244910146348
7_remolacha-removebg-preview,0.8019290573142984,0.40070195620998394
1_perejil-removebg-preview,0.6250507544173646,0.5117641921179858
0_champinones-removebg-preview,0.7765232975422866,0.6930437855912869
pimiento,0.3007032745578992,0.33583944115512787
3_calabaza-removebg-preview,0.5141324794961593,0.17596649567938005
tomate (1) (1),0.7710762674594235,0.5733224372796004
6_ajo-removebg-preview (1),0.19783432366238465,0.49077718882151267
1_calabacines (1) (1),0.0812619881031464,0.36825180795643564
0_higo-removebg-preview,0.4946864605198912,0.6548222392004691
melocoton-1-removebg-preview,0.49640446951796763,0.5005663147748154
1_aguacate-removebg-preview,0.5830907072628522,0.30423301276772496
2_edamame-removebg-preview,0.1914955412719337,0.2989517847782712
3_brocoli-removebg-preview,0.7187616597341429,0.30326640259902893
2_nispero-removebg-preview (1),0.4428345226255188,0.33453505161968733
0_pepino-removebg-preview,0.0,0.027583832262339736
5_repollo-removebg-preview,0.37291709579946175,0.45826285962946856
