stimulus,confidence,property
6_ajo-removebg-preview (1),0.8042679326448613,0.6400440230756596
tomate (1) (1),0.5780051371975201,0.7095263166744944
1_calabacines (1),0.07860784224966069,0.14307281721234422
5_berenjena,0.6624152048038783,0.1838658011052271
2_mango,0.5138730329449245,0.3733092006816675
4_pimiento,0.2586360878827242,0.3701302709417501
Captura_de_pantalla_2023-03-14_112329-removebg-preview,0.8960847814932245,0.8494615770442967
3_fresas,0.3772978998442443,0.8695073237428843
3_calabaza-removebg-preview,0.41592569180497607,0.3138844105034787
2_edamame-removebg-preview,0.38613249569353736,0.5408692804617052
1_aguacate-removebg-preview,0.4933537625991404,0.7217093500049478
2_nispero-removebg-preview,0.7300457089820247,0.8724749893554613
3_brocoli-removebg-preview,0.3565113278852642,0.6464356810311407
0_pepino-removebg-preview,0.09281330493754054,0.14396882612505157
1_perejil-removebg-preview,0.5846909702441665,0.5531231983786373
5_repollo,0.402052234886861,0.7278562802771835
melocoton-1-removebg-preview,0.5022482994874674,0.49534316103449205
0_higo-removebg-preview,0.467692268202174,0.6288837460770835
7_remolacha-removebg-preview,0.37933325915860305,0.4168499931551213
manzana-removebg-preview,0.7619470104616743,0.38946601864718866
0_champinones-removebg-preview,0.25651335225407823,0.5826055698785729
