stimulus,confidence,property
6_ajo-removebg-preview (1),0.5727940028053045,0.07659006500154819
tomate (1) (1),0.5903211544289809,0.639784936855099
1_calabacines (1),0.07383101278712663,0.27084711289574126
5_berenjena,0.660409219536405,0.7557683597941232
2_mango,0.6043915977461176,0.8751294433961674
4_pimiento,0.49127320694777643,0.2772193813071644
Captura_de_pantalla_2023-03-14_112329-removebg-preview,0.8694571203140694,0.8920554420541633
3_fresas,0.4274504247032288,0.9556463586765097
3_calabaza-removebg-preview,0.732611271936968,0.9174230047282707
2_edamame-removebg-preview,0.6403119482710184,0.4564950455275577
1_aguacate-removebg-preview,0.20702597693544478,0.8079161707169669
2_nispero-removebg-preview,0.47273828134083756,0.6405818289045682
3_brocoli-removebg-preview,0.2681844341390939,0.41922286842350154
0_pepino-removebg-preview,0.4130355646386977,0.4553325650063741
1_perejil-removebg-preview,0.28950133359691144,0.5966330904898953
5_repollo,0.5331293148908828,0.4182561509800913
melocoton-1-removebg-preview,0.709065790301464,0.7506654061937748
0_higo-removebg-preview,0.35142147423183123,0.7956171169083737
7_remolacha-removebg-preview,0.43820607449956,0.7371485050150745
manzana-removebg-preview,0.7412484730345477,0.017592654243014594
0_champinones-removebg-preview,0.13272448600646727,0.5795922224127761
