stimulus,confidence,property
5_berenjena,0.464285984504532,0.40247045382260993
2_mango,0.7260716643381026,0.3027472848263437
Captura_de_pantalla_2023-03-14_112329-removebg-preview,0.7754920031545582,1.0
3_fresas,0.913272718980647,0.5111142250668437
manzana-removebg-preview,0.22359218646490162,0.7217115225938286
7_remolacha-removebg-preview,0.21533516501175917,0.4396422468041977
1_perejil-removebg-preview,0.15959410132850035,0.8678114237651706
0_champinones-removebg-preview,0.06763542438564799,0.5243542695230552
pimiento,0.1634534107140131,0.26145441585642204
3_calabaza-removebg-preview,0.04959134987835081,0.23384858661996344
tomate (1) (1),0.5922474630760266,0.6485550396797384
6_ajo-removebg-preview (1),0.3176434427085919,0.33991128888938604
1_calabacines (1) (1),0.0,0.04362721539335157
0_higo-removebg-preview,0.5819190029162444,0.0870831933213243
melocoton-1-removebg-preview,0.8350095103192365,0.7696315685307871
1_aguacate-removebg-preview,0.3724918463260487,0.5406820371568188
2_edamame-removebg-preview,0.318555239811489,0.7477528315492029
3_brocoli-removebg-preview,0.15556062567207546,0.4101283565392859
2_nispero-removebg-preview (1),0.6625114599117123,0.4182970936582381
0_pepino-removebg-preview,0.0,0.04440377294307174
5_repollo-removebg-preview,0.48816371543248605,0.4139409670804439
