stimulus,confidence,property
5_berenjena,0.5640519452749206,0.41047588446779426
2_mango,0.6491628065035503,0.7602278629211967
Captura_de_pantalla_2023-03-14_112329-removebg-preview,0.7159835079008678,1.0
3_fresas,0.8699156854109906,0.4985822928865701
manzana-removebg-preview,0.01722059281238336,0.7459166090588567
7_remolacha-removebg-preview,0.23682367025004902,0.367231839344053
1_perejil-removebg-preview,0.3970402195704104,0.045646983867929314
0_champinones-removebg-preview,0.24565582844098782,0.19676725769335246
pimiento,0.16681168220058284,0.6128309940423204
3_calabaza-removebg-preview,0.36017893789643624,0.5461682587472505
tomate (1) (1),0.4945777941886068,0.5724195795675594
6_ajo-removebg-preview (1),0.3821744388419553,0.4216937139417819
1_calabacines (1) (1),0.23505905347048603,0.0
0_higo-removebg-preview,0.5147817964998036,0.7779096891152635
melocoton-1-removebg-preview,0.6801653612441547,0.272916814766868
1_aguacate-removebg-preview,0.3805367928464419,0.22995183820120557
2_edamame-removebg-preview,0.36788120638258776,0.7079008747201959
3_brocoli-removebg-preview,0.7680933538398385,0.46920798930994034
2_nispero-removebg-preview (1),0.664660274219986,0.5362028576783464
0_pepino-removebg-preview,0.1914106324695171,0.4861537936805298
5_repollo-removebg-preview,0.0507492810951962,0.3128113144190293
